Date,Open,High,Low,Close,Retorno_diario,Objetivo
2023-04-26,1.09729,1.10954,1.0967,1.104,0.006032550256064528,0
2023-04-27,1.10409,1.10635,1.0991,1.1025,-0.0013586956521739468,0
2023-04-28,1.10235,1.10449,1.0961,1.1014,-0.0009977324263039655,0
2023-05-01,1.10178,1.10355,1.0964,1.0975,-0.003540947884510648,1
2023-05-02,1.09744,1.1008,1.0941,1.10008,0.0023507972665148813,1
2023-05-03,1.10008,1.10916,1.0999,1.10606,0.005435968293215021,0
2023-05-04,1.10609,1.10917,1.0986,1.10118,-0.004412057212086151,1
2023-05-05,1.10127,1.10478,1.09665,1.10174,0.0005085453785937943,0
2023-05-08,1.10209,1.10537,1.0998,1.10038,-0.0012344110225643856,0
2023-05-09,1.10038,1.10042,1.094,1.09537,-0.004552972609462191,1
2023-05-10,1.09534,1.10068,1.094,1.0982,0.002583601887946596,0
2023-05-11,1.09811,1.09981,1.0899,1.09152,-0.006082680750318703,0
2023-05-12,1.0916,1.09355,1.08468,1.0847,-0.00624816769275871,1
2023-05-15,1.08528,1.08908,1.08392,1.0874,0.002489167511754431,0
2023-05-16,1.08745,1.09046,1.0854,1.08611,-0.001186315983078945,0
2023-05-17,1.08614,1.0874,1.0809,1.0839,-0.0020347846903167044,0
2023-05-18,1.08389,1.0848,1.0761,1.07699,-0.006375126856721258,1
2023-05-19,1.07697,1.08287,1.0759,1.08019,0.002971243929841494,1
2023-05-22,1.08061,1.08313,1.0794,1.0812,0.0009350206908043113,0
2023-05-23,1.08111,1.08204,1.0759,1.07723,-0.0036718460969293876,0
2023-05-24,1.07728,1.08013,1.0747,1.07495,-0.0021165396433443506,0
2023-05-25,1.07495,1.07567,1.07071,1.07277,-0.0020280013023862287,0
2023-05-26,1.07278,1.07586,1.07,1.0725,-0.00025168489051707876,0
2023-05-29,1.0721,1.07435,1.0704,1.07088,-0.0015104895104894878,1
2023-05-30,1.07088,1.07466,1.0671,1.07325,0.0022131331241594943,0
2023-05-31,1.07319,1.0736,1.0634,1.06856,-0.004369904495690746,1
2023-06-01,1.06856,1.07684,1.0661,1.07597,0.00693456614509258,0
2023-06-02,1.07592,1.0779,1.0704,1.0706,-0.004990845469669325,1
2023-06-05,1.07059,1.07225,1.0673,1.07102,0.00039230338128160014,0
2023-06-06,1.07116,1.07329,1.0666,1.06934,-0.0015685981587646447,1
2023-06-07,1.06943,1.07398,1.0667,1.06982,0.00044887500701373817,1
2023-06-08,1.06983,1.07871,1.0695,1.07817,0.0078050513170440095,0
2023-06-09,1.07812,1.07851,1.0742,1.0746,-0.003311166142630606,1
2023-06-12,1.07447,1.07901,1.07329,1.07565,0.0009771077610274403,1
2023-06-13,1.07568,1.08235,1.07557,1.07887,0.0029935387904986843,1
2023-06-14,1.0789,1.0864,1.0773,1.08311,0.003930037910035544,1
2023-06-15,1.0831,1.09527,1.0802,1.09413,0.010174405185068958,0
2023-06-16,1.09413,1.09707,1.09178,1.09401,-0.00010967618107549093,0
2023-06-19,1.09385,1.09462,1.0905,1.09213,-0.0017184486430653623,0
2023-06-20,1.09213,1.09462,1.0891,1.09164,-0.00044866453627323555,1
2023-06-21,1.0917,1.0991,1.0904,1.09836,0.006155875563372604,0
2023-06-22,1.09838,1.10122,1.09483,1.09554,-0.0025674642193816988,0
2023-06-23,1.09548,1.09585,1.08443,1.0891,-0.0058783796118808684,1
2023-06-26,1.08998,1.09201,1.08873,1.09057,0.0013497383160407939,1
2023-06-27,1.09056,1.09768,1.0902,1.09598,0.004960708620262766,0
2023-06-28,1.09603,1.09627,1.08967,1.09125,-0.004315772185623734,0
2023-06-29,1.09129,1.09414,1.08599,1.08625,-0.004581901489118079,1
2023-06-30,1.08639,1.09318,1.0835,1.09074,0.004133486766398242,1
2023-07-03,1.09076,1.09339,1.087,1.091,0.0002383702807267074,0
2023-07-04,1.09102,1.09163,1.0875,1.08791,-0.0028322639780018477,0
2023-07-05,1.08793,1.09079,1.085,1.08545,-0.0022612164609203678,1
2023-07-06,1.08543,1.09006,1.0833,1.0888,0.0030862775807267706,1
2023-07-07,1.08885,1.09733,1.08668,1.0964,0.006980161645848693,1
2023-07-10,1.09648,1.10014,1.0942,1.09995,0.003237869390733339,1
2023-07-11,1.09996,1.10273,1.0976,1.10051,0.0005091140506388037,1
2023-07-12,1.1006,1.11403,1.1004,1.11282,0.011185722982980373,1
2023-07-13,1.11283,1.12284,1.11272,1.12235,0.008563828831257503,1
2023-07-14,1.12231,1.12449,1.1204,1.12264,0.0002583864213481224,1
2023-07-17,1.12281,1.12488,1.12028,1.12354,0.0008016817501601547,0
2023-07-18,1.12361,1.12758,1.1208,1.12274,-0.0007120351745375508,0
2023-07-19,1.12274,1.12403,1.11742,1.11998,-0.002458271728093875,0
2023-07-20,1.11999,1.12291,1.1117,1.11339,-0.005884033643457798,0
2023-07-21,1.11348,1.1145,1.11076,1.11245,-0.0008442684055004479,0
2023-07-24,1.11312,1.1147,1.10599,1.10627,-0.005555305856442816,0
2023-07-25,1.10625,1.10869,1.10205,1.1057,-0.0005152449221258459,1
2023-07-26,1.10568,1.11068,1.10375,1.10866,0.002677037171022967,0
2023-07-27,1.10867,1.11497,1.0964,1.09764,-0.009939927480020927,1
2023-07-28,1.09768,1.10475,1.09434,1.10147,0.0034893043256440937,0
2023-07-31,1.1018,1.10459,1.0992,1.09968,-0.0016251010013890177,1
2023-08-01,1.09966,1.10195,1.0951,1.10181,0.0019369271060671878,0
2023-08-02,1.10178,1.10181,1.0917,1.09381,-0.007260779989290311,1
2023-08-03,1.09383,1.09629,1.0911,1.09483,0.0009325202731735871,1
2023-08-04,1.09472,1.1042,1.0934,1.10072,0.005379830658641005,0
2023-08-07,1.10105,1.10139,1.0964,1.10029,-0.00039065339050792236,0
2023-08-08,1.10031,1.10111,1.0928,1.09535,-0.00448972543602133,1
2023-08-09,1.09536,1.09954,1.095,1.09759,0.002045008444789387,1
2023-08-10,1.09761,1.10652,1.0966,1.09801,0.0003826565475266719,0
2023-08-11,1.09828,1.1005,1.09418,1.09436,-0.0033241955902040266,0
2023-08-14,1.09475,1.09602,1.08745,1.09046,-0.003563726744398532,0
2023-08-15,1.09048,1.09525,1.08965,1.09027,-0.0001742383948057924,0
2023-08-16,1.09024,1.09346,1.08713,1.08805,-0.0020361928696562837,0
2023-08-17,1.08813,1.09182,1.0856,1.08672,-0.0012223702954827775,1
2023-08-18,1.08673,1.0894,1.08447,1.08711,0.0003588780918728496,1
2023-08-21,1.08742,1.09137,1.08692,1.08943,0.002134098665268258,0
2023-08-22,1.08953,1.09305,1.08328,1.08445,-0.004571197782326508,1
2023-08-23,1.08448,1.08715,1.0801,1.08619,0.0016044999769468937,0
2023-08-24,1.08618,1.08767,1.0803,1.08126,-0.004538800762297512,0
2023-08-25,1.0812,1.08418,1.0765,1.0793,-0.0018126999981504799,1
2023-08-28,1.07957,1.08232,1.0793,1.08187,0.002381172982488744,1
2023-08-29,1.08191,1.0892,1.0782,1.08785,0.005527466331444408,1
2023-08-30,1.08781,1.09456,1.08549,1.09228,0.004072252608355864,0
2023-08-31,1.09227,1.09394,1.08348,1.08415,-0.00744314644596622,0
2023-09-01,1.08414,1.08819,1.07706,1.07733,-0.006290642438776972,1
2023-09-04,1.07739,1.0809,1.07712,1.07938,0.001902852422192014,0
2023-09-05,1.07943,1.07985,1.07062,1.07226,-0.006596379402990626,0
2023-09-06,1.07221,1.07489,1.07021,1.07225,-9.326096282680219e-06,0
2023-09-07,1.07239,1.0732,1.0686,1.06962,-0.0024527861972486464,1
2023-09-08,1.06969,1.07439,1.0692,1.0699,0.00026177520988768244,1
2023-09-11,1.07147,1.07594,1.07064,1.07484,0.004617253948967059,1
2023-09-12,1.07493,1.07692,1.07052,1.0759,0.0009861932938857176,0
2023-09-13,1.07589,1.07648,1.07109,1.07292,-0.002769774142578285,0
2023-09-14,1.07294,1.07521,1.06315,1.0642,-0.008127353390746772,1
2023-09-15,1.06421,1.0688,1.06328,1.06596,0.001653824469084686,1
2023-09-18,1.06626,1.06988,1.0654,1.06918,0.003020751247701625,0
2023-09-19,1.06914,1.0718,1.0672,1.06795,-0.0011504143362203179,0
2023-09-20,1.06793,1.0737,1.0649,1.06633,-0.0015169249496699289,0
2023-09-21,1.06635,1.06735,1.06165,1.06584,-0.00045952003601146263,0
2023-09-22,1.06582,1.06717,1.06147,1.06432,-0.0014261052315543976,0
2023-09-25,1.06445,1.06555,1.05753,1.05922,-0.0047917919422728605,0
2023-09-26,1.05915,1.0609,1.05618,1.05698,-0.002114763694039068,0
2023-09-27,1.05698,1.0574,1.04878,1.05052,-0.006111752351038002,1
2023-09-28,1.05051,1.0579,1.04908,1.05635,0.005549632562921181,1
2023-09-29,1.05639,1.0617,1.05577,1.05709,0.0007005253940457479,0
2023-10-02,1.05676,1.05919,1.04749,1.0479,-0.008693677927139598,0
2023-10-03,1.04786,1.04934,1.0448,1.04642,-0.0014123485065370422,1
2023-10-04,1.04646,1.05321,1.0451,1.0506,0.003994571969190286,1
2023-10-05,1.05062,1.0552,1.04998,1.05483,0.004026270702455648,1
2023-10-06,1.05483,1.06,1.04823,1.05857,0.003545595024790904,0
2023-10-09,1.05545,1.05744,1.05192,1.0565,-0.00195546822600301,1
2023-10-10,1.05654,1.06198,1.05542,1.0605,0.003786086133459543,1
2023-10-11,1.06046,1.06348,1.05799,1.062,0.0014144271570015743,0
2023-10-12,1.06191,1.06397,1.0524,1.05297,-0.008502824858757196,0
2023-10-13,1.053,1.05584,1.04952,1.05043,-0.002412224469832913,1
2023-10-16,1.05209,1.05628,1.05132,1.05585,0.005159791704349548,1
2023-10-17,1.05589,1.05948,1.05326,1.05742,0.001486953639248112,0
2023-10-18,1.05742,1.05941,1.05228,1.05358,-0.0036314803956800645,1
2023-10-19,1.05354,1.06166,1.05278,1.05807,0.0042616602441201135,1
2023-10-20,1.05816,1.06036,1.05648,1.0593,0.0011624939748786645,1
2023-10-23,1.05928,1.06779,1.05711,1.06674,0.0070235060889267675,0
2023-10-24,1.06675,1.06943,1.05828,1.059,-0.007255751167107305,0
2023-10-25,1.05911,1.06067,1.05634,1.05674,-0.0021340887629839322,0
2023-10-26,1.05668,1.05691,1.05218,1.05603,-0.0006718776614872413,1
2023-10-27,1.05596,1.0597,1.0535,1.05605,1.893885590353861e-05,1
2023-10-30,1.05653,1.06251,1.05468,1.06147,0.0051323327493963955,0
2023-10-31,1.06145,1.06749,1.05571,1.05744,-0.003796621666179889,0
2023-11-01,1.0574,1.05806,1.05165,1.0567,-0.0006998032985322533,1
2023-11-02,1.0567,1.06676,1.0567,1.06211,0.005119712311914659,1
2023-11-03,1.06203,1.07467,1.06144,1.073,0.010253175283162719,0
2023-11-06,1.07243,1.07563,1.07158,1.07173,-0.0011835973904937847,0
2023-11-07,1.07168,1.07221,1.0664,1.06998,-0.001632873951461833,1
2023-11-08,1.06993,1.0716,1.0659,1.0709,0.0008598291556851656,0
2023-11-09,1.07076,1.07254,1.06598,1.06671,-0.003912596881127994,1
2023-11-10,1.06671,1.0693,1.06559,1.06848,0.0016593075906292665,1
2023-11-13,1.06826,1.07061,1.06647,1.06987,0.0013009134471397843,1
2023-11-14,1.06975,1.08875,1.06927,1.08787,0.01682447400151399,0
2023-11-15,1.08788,1.08861,1.08313,1.08468,-0.0029323356651068666,1
2023-11-16,1.08453,1.08955,1.08299,1.08517,0.00045174613710941003,1
2023-11-17,1.08501,1.09148,1.08246,1.09138,0.005722605674686854,1
2023-11-20,1.09095,1.09518,1.0897,1.09394,0.0023456541259687658,0
2023-11-21,1.09386,1.09651,1.08998,1.0911,-0.002596120445362615,0
2023-11-22,1.091,1.0923,1.08522,1.08883,-0.002080469251214412,1
2023-11-23,1.08864,1.09304,1.08815,1.09035,0.0013959938649743542,1
2023-11-24,1.09031,1.09486,1.08947,1.09367,0.003044893841427143,1
2023-11-27,1.09426,1.09594,1.09247,1.09531,0.001499538251940713,1
2023-11-28,1.09518,1.1009,1.09342,1.09927,0.0036154148140707942,0
2023-11-29,1.09908,1.10171,1.096,1.09692,-0.0021377823464663326,0
2023-11-30,1.09675,1.0984,1.0879,1.08861,-0.007575757575757458,0
2023-12-01,1.0886,1.09127,1.08287,1.08818,-0.0003949991273276554,0
2023-12-04,1.08765,1.0895,1.08039,1.08359,-0.004218052160487984,0
2023-12-05,1.0836,1.08474,1.07778,1.07965,-0.003636061610018615,0
2023-12-06,1.07965,1.08047,1.07583,1.07643,-0.0029824480155605793,1
2023-12-07,1.07621,1.08175,1.07548,1.07936,0.0027219605547970094,0
2023-12-08,1.07918,1.08007,1.0723,1.07608,-0.0030388378298252805,1
2023-12-11,1.0759,1.0779,1.07414,1.0764,0.000297375659802368,1
2023-12-12,1.07631,1.08281,1.0757,1.07943,0.002814938684503776,1
2023-12-13,1.07937,1.08966,1.07729,1.08742,0.007402054788175461,1
2023-12-14,1.08728,1.10092,1.087,1.09921,0.010842176895771605,0
2023-12-15,1.09912,1.10038,1.08885,1.08922,-0.009088345266145659,1
2023-12-18,1.0897,1.09312,1.08914,1.09235,0.002873615982078803,1
2023-12-19,1.09228,1.09873,1.09145,1.09805,0.005218107749347833,0
2023-12-20,1.09787,1.09843,1.09296,1.09413,-0.0035699649378443388,1
2023-12-21,1.09413,1.10126,1.09347,1.10109,0.006361218502371591,1
2023-12-22,1.10109,1.10401,1.09935,1.1011,9.08190974402423e-06,0
2023-12-25,1.1016,1.10202,1.09913,1.1008,-0.0002724548179093844,1
2023-12-26,1.1011,1.1045,1.10073,1.10417,0.0030614098837209447,1
2023-12-27,1.10417,1.11226,1.10284,1.11044,0.005678473423476493,0
2023-12-28,1.11044,1.11395,1.10549,1.10593,-0.004061453117683134,0
2023-12-29,1.10594,1.10842,1.10338,1.10374,-0.0019802338303510636,1
2024-01-01,1.104,1.1046,1.1034,1.1044,0.0005979669124975828,0
2024-01-02,1.10438,1.10454,1.0938,1.09416,-0.009272002897500964,0
2024-01-03,1.09414,1.09654,1.08928,1.09215,-0.0018370256635227289,1
2024-01-04,1.09209,1.09722,1.09142,1.09447,0.0021242503319141015,0
2024-01-05,1.0944,1.09984,1.08767,1.09392,-0.0005025263369484723,1
2024-01-08,1.09446,1.09788,1.09224,1.09495,0.000941567939154675,0
2024-01-09,1.09501,1.09663,1.09101,1.0931,-0.0016895748664323973,1
2024-01-10,1.09294,1.09731,1.09226,1.09724,0.003787393651084159,0
2024-01-11,1.09722,1.09999,1.093,1.09723,-9.113776384461758e-06,0
2024-01-12,1.09715,1.0987,1.09356,1.09483,-0.0021873262670543125,0
2024-01-15,1.0953,1.09676,1.0933,1.09483,0.0,0
2024-01-16,1.09482,1.0951,1.0862,1.08751,-0.006685969511248335,1
2024-01-17,1.0874,1.08845,1.08443,1.08827,0.0006988441485595853,0
2024-01-18,1.08811,1.09068,1.08464,1.08762,-0.0005972782489639394,1
2024-01-19,1.08757,1.08983,1.08654,1.0896,0.0018204887736523734,0
2024-01-22,1.08901,1.09095,1.08797,1.08824,-0.0012481644640233158,0
2024-01-23,1.0882,1.09162,1.08214,1.08541,-0.0026005292950085357,1
2024-01-24,1.0854,1.09323,1.08462,1.08843,0.0027823587400153116,0
2024-01-25,1.08843,1.09018,1.08214,1.08454,-0.0035739551464034625,1
2024-01-26,1.08449,1.08854,1.08125,1.08512,0.0005347889427775865,0
2024-01-29,1.0843,1.08501,1.07956,1.08328,-0.0016956649955766068,1
2024-01-30,1.0832,1.08573,1.08117,1.08447,0.0010985156192304668,0
2024-01-31,1.08446,1.08874,1.07947,1.0818,-0.002462032144734283,1
2024-02-01,1.0818,1.0875,1.07797,1.08713,0.004926973562580761,0
2024-02-02,1.08714,1.08974,1.07802,1.07849,-0.007947531573960775,0
2024-02-05,1.0785,1.07861,1.07229,1.07419,-0.003987055976411469,1
2024-02-06,1.07418,1.07623,1.07224,1.07545,0.0011729768476713698,1
2024-02-07,1.0754,1.0784,1.07487,1.07717,0.0015993305128085833,1
2024-02-08,1.07704,1.07889,1.07414,1.07775,0.0005384479701440181,1
2024-02-09,1.07767,1.07951,1.07619,1.07821,0.0004268151241011431,0
2024-02-12,1.07778,1.08055,1.07556,1.07713,-0.001001660158967188,0
2024-02-13,1.07708,1.07985,1.07003,1.07079,-0.005886011901998889,1
2024-02-14,1.07087,1.07344,1.06945,1.07264,0.0017276963737056228,1
2024-02-15,1.07243,1.07848,1.07224,1.0772,0.004251193317422297,1
2024-02-16,1.07718,1.07874,1.07318,1.07749,0.00026921648718913893,1
2024-02-19,1.07719,1.07894,1.07618,1.07785,0.0003341098293254685,1
2024-02-20,1.0777,1.0839,1.07614,1.08076,0.0026998190842881797,1
2024-02-21,1.08075,1.08245,1.07897,1.08185,0.0010085495392131438,1
2024-02-22,1.08182,1.08882,1.08025,1.08222,0.00034200674770068495,0
2024-02-23,1.08221,1.08396,1.08115,1.08188,-0.0003141690229343519,1
2024-02-26,1.08319,1.08597,1.08124,1.08509,0.002967057344622548,0
2024-02-27,1.08504,1.0866,1.08328,1.08437,-0.0006635394299090436,0
2024-02-28,1.08437,1.08474,1.07965,1.08377,-0.0005533166723536986,0
2024-02-29,1.08363,1.0856,1.07956,1.08053,-0.0029895642064274863,1
2024-03-01,1.08046,1.08432,1.0798,1.08368,0.002915236041572289,1
2024-03-04,1.0838,1.0867,1.08349,1.08555,0.0017256016536246754,0
2024-03-05,1.0856,1.08762,1.08401,1.08547,-7.369536179824276e-05,1
2024-03-06,1.0856,1.09153,1.08418,1.08986,0.004044331027112769,1
2024-03-07,1.0898,1.09493,1.08677,1.0948,0.004532692272401828,0
2024-03-08,1.0948,1.09813,1.09183,1.09381,-0.0009042747533796192,0
2024-03-11,1.09393,1.09481,1.0914,1.09257,-0.0011336520967991648,0
2024-03-12,1.09258,1.09438,1.09021,1.09255,-1.8305463265644306e-05,1
2024-03-13,1.09258,1.09638,1.09199,1.09479,0.0020502494165026697,0
2024-03-14,1.09485,1.0955,1.08804,1.08847,-0.0057727966093953365,1
2024-03-15,1.08853,1.08997,1.08726,1.08869,0.0002021185701028827,0
2024-03-18,1.08878,1.09061,1.08658,1.08721,-0.0013594319778815755,0
2024-03-19,1.08728,1.08766,1.08345,1.08649,-0.0006622455643344738,1
2024-03-20,1.08653,1.0923,1.0836,1.09211,0.005172620088542024,0
2024-03-21,1.09206,1.09426,1.08551,1.08605,-0.005548891595168914,0
2024-03-22,1.08605,1.08681,1.08015,1.0805,-0.0051102619584733056,1
2024-03-25,1.08074,1.08426,1.08019,1.08359,0.0028597871355853233,0
2024-03-26,1.08364,1.08643,1.0824,1.08316,-0.0003968290589615453,0
2024-03-27,1.08319,1.08391,1.08104,1.08258,-0.0005354702906309461,0
2024-03-28,1.0826,1.0827,1.07748,1.0789,-0.003399286888728925,1
2024-03-29,1.07889,1.08051,1.07677,1.079,9.268699601450159e-05,0
2024-04-01,1.0791,1.0799,1.07307,1.07428,-0.004374420759962971,1
2024-04-02,1.07435,1.0779,1.07244,1.07734,0.002848419406486169,1
2024-04-03,1.07722,1.0837,1.07637,1.08334,0.005569272467373265,1
2024-04-04,1.08331,1.08766,1.08314,1.08382,0.0004430741964664975,0
2024-04-05,1.08381,1.0848,1.07912,1.0836,-0.0002029857356388165,1
2024-04-08,1.08371,1.0863,1.08206,1.0859,0.002122554448136027,0
2024-04-09,1.08589,1.08851,1.08475,1.08575,-0.00013813426650710614,0
2024-04-10,1.08569,1.08665,1.07285,1.07429,-0.010554915956711985,0
2024-04-11,1.07429,1.07566,1.06989,1.07267,-0.0015079727075556493,0
2024-04-12,1.07265,1.07293,1.0622,1.06385,-0.008222472894739319,0
2024-04-15,1.06337,1.06652,1.062,1.06234,-0.0014193730319123077,0
2024-04-16,1.06238,1.06535,1.0601,1.06146,-0.0008283600353935494,1
2024-04-17,1.06164,1.06796,1.06059,1.06709,0.005304015224313785,0
2024-04-18,1.06715,1.069,1.0641,1.06435,-0.002567730931786638,1
2024-04-19,1.06431,1.06776,1.06102,1.06526,0.000854981913844366,0
2024-04-22,1.06556,1.06706,1.06237,1.06513,-0.00012203593488935294,1
2024-04-23,1.06519,1.07113,1.0638,1.07019,0.004750593824228044,0
2024-04-24,1.07019,1.07142,1.06776,1.06967,-0.0004858950279857943,1
2024-04-25,1.0697,1.074,1.06782,1.07281,0.0029354847756786207,0
2024-04-26,1.07284,1.0753,1.06737,1.06922,-0.003346352103354766,1
2024-04-29,1.06946,1.07337,1.06898,1.07203,0.002628084023867938,0
2024-04-30,1.07205,1.07353,1.06628,1.0669,-0.004785313843829075,1
2024-05-01,1.06688,1.07328,1.0649,1.07096,0.0038054175649075983,1
2024-05-02,1.07114,1.07302,1.0674,1.07233,0.0012792261148877326,1
2024-05-03,1.07221,1.08124,1.07221,1.07609,0.003506383296186799,1
2024-05-06,1.0763,1.07907,1.0755,1.07689,0.0007434322407975369,0
2024-05-07,1.07685,1.07874,1.07477,1.07559,-0.0012071799348121193,0
2024-05-08,1.07553,1.07575,1.0733,1.07474,-0.0007902639481587315,1
2024-05-09,1.07475,1.07847,1.07236,1.07807,0.003098423804827277,0
2024-05-10,1.07805,1.07901,1.07602,1.07694,-0.0010481694138599895,1
2024-05-13,1.07706,1.08068,1.07655,1.07883,0.0017549724218619556,1
2024-05-14,1.07896,1.08257,1.07668,1.08163,0.0025954042805633737,1
2024-05-15,1.08171,1.0886,1.08128,1.08832,0.00618510951064577,0
2024-05-16,1.08828,1.0895,1.0854,1.08656,-0.0016171714201704823,1
2024-05-17,1.0866,1.08786,1.08353,1.08674,0.00016566043292609578,0
2024-05-20,1.08688,1.08845,1.0853,1.08592,-0.0007545503064211312,0
2024-05-21,1.08593,1.08748,1.08424,1.0855,-0.00038676882274946145,0
2024-05-22,1.08551,1.08635,1.0817,1.08233,-0.00292031321971431,0
2024-05-23,1.08233,1.0861,1.08045,1.08142,-0.000840778690417876,1
2024-05-24,1.08144,1.0858,1.08052,1.0845,0.0028481071184183193,1
2024-05-27,1.08444,1.08675,1.08404,1.0856,0.001014292300599351,1
2024-05-28,1.08563,1.0889,1.08542,1.08569,8.290346352257671e-05,0
2024-05-29,1.08572,1.08604,1.07991,1.08029,-0.004973795466477582,1
2024-05-30,1.08032,1.08451,1.07879,1.08334,0.0028233159614547976,1
2024-05-31,1.08334,1.08823,1.08109,1.0845,0.0010707626414607763,1
2024-06-03,1.08462,1.09045,1.0826,1.09028,0.005329644997694727,0
2024-06-04,1.09017,1.0916,1.08585,1.08786,-0.00221961331034215,0
2024-06-05,1.08788,1.08915,1.08541,1.08702,-0.0007721581821189538,1
2024-06-06,1.087,1.0902,1.08617,1.08891,0.0017386984600098465,0
2024-06-07,1.08893,1.0902,1.07993,1.08,-0.008182494421026476,0
2024-06-10,1.07713,1.07817,1.07325,1.07648,-0.003259259259259184,0
2024-06-11,1.07649,1.07734,1.0719,1.07416,-0.0021551724137931494,1
2024-06-12,1.07425,1.08523,1.07343,1.08109,0.006451552841290065,0
2024-06-13,1.0812,1.08164,1.07309,1.07388,-0.006669194979141535,0
2024-06-14,1.07386,1.0745,1.06673,1.07025,-0.003380265951502981,1
2024-06-17,1.07045,1.0738,1.06862,1.07313,0.00269096005606162,1
2024-06-18,1.07314,1.07615,1.07098,1.074,0.0008107125884098121,1
2024-06-19,1.07401,1.07534,1.07244,1.0744,0.0003724394785846741,0
2024-06-20,1.07441,1.0749,1.06994,1.0704,-0.0037230081906179935,0
2024-06-21,1.07039,1.07206,1.06707,1.0691,-0.0012144992526159637,1
2024-06-24,1.06906,1.07465,1.06834,1.07332,0.003947245346553219,0
2024-06-25,1.07329,1.07442,1.06903,1.07123,-0.0019472291581262846,0
2024-06-26,1.07123,1.0718,1.06658,1.06799,-0.003024560551888822,1
2024-06-27,1.06795,1.07264,1.06767,1.07048,0.0023314825045179788,1
2024-06-28,1.0705,1.07248,1.06851,1.07112,0.0005978626410581,1
2024-07-01,1.0738,1.07765,1.07195,1.07384,0.0025393980132943916,1
2024-07-02,1.07384,1.07472,1.07097,1.07446,0.0005773672055426893,1
2024-07-03,1.07446,1.08169,1.0736,1.07855,0.00380656329691198,1
2024-07-04,1.07855,1.0814,1.07834,1.0811,0.002364285383153364,1
2024-07-05,1.08111,1.08426,1.07968,1.0837,0.002404957913236583,0
2024-07-08,1.08178,1.08451,1.08143,1.08241,-0.0011903663375473217,0
2024-07-09,1.08244,1.08333,1.0805,1.0814,-0.0009331029831580739,1
2024-07-10,1.08139,1.08305,1.08105,1.08289,0.0013778435361568864,1
2024-07-11,1.08289,1.08999,1.0828,1.08659,0.003416782868066015,1
2024-07-12,1.08659,1.09114,1.086,1.09054,0.003635225798139352,0
2024-07-15,1.08882,1.09223,1.08829,1.08946,-0.0009903350633631014,1
2024-07-16,1.08946,1.09056,1.08712,1.08977,0.00028454463679228326,1
2024-07-17,1.08988,1.09481,1.08949,1.09378,0.003679675527863635,0
2024-07-18,1.09378,1.0941,1.0893,1.08975,-0.003684470368812698,0
2024-07-19,1.08974,1.0902,1.08753,1.08822,-0.0014039917412250746,1
2024-07-22,1.08844,1.0903,1.08727,1.089,0.0007167668302365815,0
2024-07-23,1.08894,1.08968,1.08436,1.08531,-0.003388429752066102,0
2024-07-24,1.08534,1.08666,1.08253,1.084,-0.0012070284066303394,1
2024-07-25,1.08393,1.08701,1.08278,1.08449,0.0004520295202949942,1
